BJA,Algeria,36.711997,5.069922
ALG,Algeria,36.691014,3.215408
DJG,Algeria,24.292767,9.452444
QFD,Algeria,36.545834,2.876111
VVZ,Algeria,26.723536,8.622653
TMR,Algeria,22.811461,5.451075
GJL,Algeria,36.795136,5.873608
AAE,Algeria,36.822225,7.809167
CZL,Algeria,36.276028,6.620386
TEE,Algeria,35.431611,8.120717
HRM,Algeria,32.930431,3.311542
TID,Algeria,35.341136,1.463147
TIN,Algeria,27.700372,-8.167103
QAS,Algeria,36.212658,1.331775
TAF,Algeria,35.542444,-0.532278
TLM,Algeria,35.016667,-1.45
ORN,Algeria,35.623858,-0.621183
MUW,Algeria,35.207725,0.147142
AZR,Algeria,27.837589,-0.186414
BSK,Algeria,34.793289,5.738231
ELG,Algeria,30.571294,2.859586
GHA,Algeria,32.384106,3.794114
HME,Algeria,31.672972,6.140444
INZ,Algeria,27.251022,2.512017
TGR,Algeria,33.067803,6.088672
LOO,Algeria,33.764383,2.928344
TMX,Algeria,29.237119,0.276033
OGX,Algeria,31.917223,5.412778
IAM,Algeria,28.05155,9.642911
COO,Benin,6.357228,2.384353
OUA,Burkina Faso,12.353194,-1.512417
BOY,Burkina Faso,11.160056,-4.330969
ACC,Ghana,5.605186,-0.166786
TML,Ghana,9.557192,-0.863214
NYI,Ghana,7.361828,-2.328756
TKD,Ghana,4.896056,-1.774756
ABJ,Cote d'Ivoire,5.261386,-3.926294
BYK,Cote d'Ivoire,7.7388,-5.073667
DJO,Cote d'Ivoire,6.792808,-6.473189
HGO,Cote d'Ivoire,9.387183,-5.556664
MJC,Cote d'Ivoire,7.272069,-7.587364
SPY,Cote d'Ivoire,4.746717,-6.660817
ASK,Cote d'Ivoire,6.903167,-5.365581
ABV,Nigeria,9.006792,7.263172
AKR,Nigeria,7.246739,5.301008
BNI,Nigeria,6.316981,5.599503
CBQ,Nigeria,4.976019,8.347197
ENU,Nigeria,6.474272,7.561961
QUS,Nigeria,12.171667,6.696111
IBA,Nigeria,7.362458,3.978333
ILR,Nigeria,8.440211,4.493919
JOS,Nigeria,9.639828,8.86905
KAD,Nigeria,10.696025,7.320114
KAN,Nigeria,12.047589,8.524622
MIU,Nigeria,11.855347,13.08095
MDI,Nigeria,7.703883,8.613939
LOS,Nigeria,6.577369,3.321156
MXJ,Nigeria,9.652172,6.462256
PHC,Nigeria,5.015494,6.949594
SKO,Nigeria,12.916322,5.207189
YOL,Nigeria,9.257553,12.430422
ZAR,Nigeria,11.130192,7.685806
MFQ,Niger,13.502531,7.126753
NIM,Niger,13.481547,2.183614
THZ,Niger,14.875658,5.265358
AJY,Niger,16.965997,8.000114
ZND,Niger,13.778997,8.983761
MIR,Tunisia,35.758056,10.754722
TUN,Tunisia,36.851033,10.227217
GAF,Tunisia,34.422022,8.822503
GAE,Tunisia,33.876919,10.103333
DJE,Tunisia,33.875031,10.775461
EBM,Tunisia,31.704281,9.254619
SFA,Tunisia,34.717953,10.690972
TOE,Tunisia,33.939722,8.110556
LRL,Togo,9.767333,1.09125
LFW,Togo,6.165611,1.254511
ANR,Belgium,51.189444,4.460278
BRU,Belgium,50.901389,4.484444
CRL,Belgium,50.459197,4.453817
QKT,Belgium,50.817222,3.204722
LGG,Belgium,50.637417,5.443222
OST,Belgium,51.198889,2.862222
BBJ,Germany,51.193531,14.519747
AOC,Germany,50.981817,12.506361
4I7,United States,39.6335556,-86.8138056
BBH,Germany,54.33754,12.699705
SXF,Germany,52.380001,13.5225
DRS,Germany,51.132767,13.767161
ERF,Germany,50.979811,10.958106
FRA,Germany,50.026421,8.543125
FMO,Germany,52.134642,7.684831
HAM,Germany,53.630389,9.988228
THF,Germany,52.473025,13.403944
CGN,Germany,50.865917,7.142744
DUS,Germany,51.289453,6.766775
MUC,Germany,48.353783,11.786086
NUE,Germany,49.4987,11.066897
LEJ,Germany,51.432447,12.241633
SCN,Germany,49.214553,7.109508
STR,Germany,48.689878,9.221964
TXL,Germany,52.559686,13.287711
HAJ,Germany,52.461056,9.685078
BRE,Germany,53.0475,8.786667
HHN,Germany,49.948672,7.263892
MHG,Germany,49.472706,8.514264
XFW,Germany,53.535886,9.837025
KEL,Germany,54.3795,10.145167
LBC,Germany,53.805367,10.719222
ZCA,Germany,51.483333,7.899333
ESS,Germany,51.402333,6.937333
MGL,Germany,51.230356,6.504494
PAD,Germany,51.614089,8.616317
DTM,Germany,51.518314,7.612242
AGB,Germany,48.425158,10.931764
OBF,Germany,48.081364,11.283067
FDH,Germany,47.671317,9.511486
SZW,Germany,53.426997,11.783436
ZSN,Germany,52.627778,11.818333
BYU,Germany,49.984428,11.638569
HOQ,Germany,50.288836,11.854919
ZNV,Germany,50.3255,7.528667
ZQF,Germany,49.8635,6.788167
ZQC,Germany,49.302776,8.451195
ZQL,Germany,47.973331,8.522223
BWE,Germany,52.319167,10.556111
KSF,Germany,51.408394,9.377631
BRV,Germany,53.507081,8.572878
EME,Germany,53.391186,7.227408
WVN,Germany,53.504833,8.053333
BMK,Germany,53.5955,6.709167
NRD,Germany,53.706822,7.230247
FLF,Germany,54.771772,9.378214
GWT,Germany,54.91325,8.340472
KDL,Estonia,58.990756,22.830733
URE,Estonia,58.229883,22.509494
EPU,Estonia,58.419044,24.472819
TLL,Estonia,59.413317,24.832844
TAY,Estonia,58.307461,26.690428
ENF,Finland,68.362586,23.424322
KEV,Finland,61.85605,24.7866
HEM,Finland,60.254558,25.042828
HEL,Finland,60.317222,24.963333
HYV,Finland,60.654444,24.881111
IVL,Finland,68.607269,27.405328
JOE,Finland,62.662906,29.60755
JYV,Finland,62.399453,25.678253
KAU,Finland,63.127078,23.051442
KEM,Finland,65.781889,24.5991
KAJ,Finland,64.285472,27.692414
KOK,Finland,63.721172,23.143131
KAO,Finland,65.987575,29.239381
KTT,Finland,67.701022,24.84685
KUO,Finland,63.00715,27.797756
LPP,Finland,61.044553,28.144397
MHQ,Finland,60.122203,19.898156
MIK,Finland,61.6866,27.201794
OUL,Finland,64.930061,25.354564
POR,Finland,61.461686,21.799983
RVN,Finland,66.564822,25.830411
SVL,Finland,61.943064,28.945136
SOT,Finland,67.395033,26.619133
TMP,Finland,61.414147,23.604392
TKU,Finland,60.514142,22.262808
QVY,Finland,60.896394,26.938353
VAA,Finland,63.05065,21.762175
VRK,Finland,62.171111,27.868611
BFS,United Kingdom,54.6575,-6.215833
ENK,United Kingdom,54.398889,-7.651667
BHD,United Kingdom,54.618056,-5.8725
LDY,United Kingdom,55.042778,-7.161111
BHX,United Kingdom,52.453856,-1.748028
CVT,United Kingdom,52.369722,-1.479722
GLO,United Kingdom,51.894167,-2.167222
MAN,United Kingdom,53.353744,-2.27495
NQY,United Kingdom,50.440558,-4.995408
LYE,United Kingdom,51.505144,-1.993428
YEO,United Kingdom,51.009358,-2.638819
CWL,United Kingdom,51.396667,-3.343333
SWS,United Kingdom,51.605333,-4.067833
BRS,United Kingdom,51.382669,-2.719089
LPL,United Kingdom,53.333611,-2.849722
LTN,United Kingdom,51.874722,-0.368333
PLH,United Kingdom,50.422778,-4.105833
BOH,United Kingdom,50.78,-1.8425
SOU,United Kingdom,50.950261,-1.356803
QLA,United Kingdom,51.187167,-1.0335
ACI,Guernsey,49.706111,-2.214722
GCI,Guernsey,49.434956,-2.601969
JER,Jersey,49.207947,-2.195508
ESH,United Kingdom,50.835556,-0.297222
BQH,United Kingdom,51.330833,0.0325
LGW,United Kingdom,51.148056,-0.190278
LCY,United Kingdom,51.505278,0.055278
FAB,United Kingdom,51.275833,-0.776333
BBS,United Kingdom,51.323889,-0.8475
LHR,United Kingdom,51.4775,-0.461389
SEN,United Kingdom,51.571389,0.695556
LYX,United Kingdom,50.956111,0.939167
MSE,United Kingdom,51.342222,1.346111
CAX,United Kingdom,54.9375,-2.809167
BLK,United Kingdom,53.771667,-3.028611
HUY,United Kingdom,53.574444,-0.350833
BWF,United Kingdom,54.131167,-3.263667
LBA,United Kingdom,53.865897,-1.660569
CEG,United Kingdom,53.178056,-2.977778
IOM,Isle of Man,54.083333,-4.623889
NCL,United Kingdom,55.0375,-1.691667
MME,United Kingdom,54.509189,-1.429406
EMA,United Kingdom,52.831111,-1.328056
KOI,United Kingdom,58.957778,-2.905
LSI,United Kingdom,59.878889,-1.295556
WIC,United Kingdom,58.458889,-3.093056
ABZ,United Kingdom,57.201944,-2.197778
INV,United Kingdom,57.5425,-4.0475
GLA,United Kingdom,55.871944,-4.433056
EDI,United Kingdom,55.95,-3.3725
ILY,United Kingdom,55.681944,-6.256667
PIK,United Kingdom,55.509444,-4.586667
BEB,United Kingdom,57.481111,-7.362778
SDZ,United Kingdom,60.432778,-1.296111
DND,United Kingdom,56.452499,-3.025833
SYY,United Kingdom,58.215556,-6.331111
TRE,United Kingdom,56.499167,-6.869167
ADX,United Kingdom,56.372889,-2.868444
LMO,United Kingdom,57.705214,-3.339169
CBG,United Kingdom,52.205,0.175
NWI,United Kingdom,52.675833,1.282778
STN,United Kingdom,51.885,0.235
EXT,United Kingdom,50.734444,-3.413889
FZO,United Kingdom,51.519444,-2.590833
OXF,United Kingdom,51.836944,-1.32
MHZ,United Kingdom,52.361933,0.486406
FFD,United Kingdom,51.682167,-1.790028
BZZ,United Kingdom,51.749964,-1.583617
ODH,United Kingdom,51.234139,-0.942825
NHT,United Kingdom,51.553,-0.418167
QCY,United Kingdom,53.093014,-0.166014
BEQ,United Kingdom,52.342611,0.772939
WTN,United Kingdom,53.166167,-0.523811
KNF,United Kingdom,52.648353,0.550692
MPN,Falkland Islands,-51.822777,-58.447222
AMS,Netherlands,52.308613,4.763889
MST,Netherlands,50.911658,5.770144
EIN,Netherlands,51.450139,5.374528
GRQ,Netherlands,53.11972,6.579444
DHR,Netherlands,52.923353,4.780625
LWR,Netherlands,53.228611,5.760556
RTM,Netherlands,51.956944,4.437222
UTC,Netherlands,52.1273,5.27619
ENS,Netherlands,52.27,6.874167
LID,Netherlands,52.166139,4.417944
WOE,Netherlands,51.449092,4.342031
ORK,Ireland,51.841269,-8.491111
GWY,Ireland,53.300175,-8.941592
DUB,Ireland,53.421333,-6.270075
NOC,Ireland,53.910297,-8.818492
KIR,Ireland,52.180878,-9.523783
SNN,Ireland,52.701978,-8.924817
SXL,Ireland,54.280214,-8.599206
WAT,Ireland,52.1872,-7.086964
AAR,Denmark,56.300017,10.619008
BLL,Denmark,55.740322,9.151778
CPH,Denmark,55.617917,12.655972
EBJ,Denmark,55.525942,8.553403
KRP,Denmark,56.297458,9.124628
ODE,Denmark,55.476664,10.330933
RKE,Denmark,55.585567,12.131428
RNN,Denmark,55.063267,14.759558
SGD,Denmark,54.964367,9.791731
SKS,Denmark,55.225553,9.263931
TED,Denmark,57.0688,8.705225
FAE,Faroe Islands,62.063628,-7.277219
STA,Denmark,55.990122,8.353906
AAL,Denmark,57.092789,9.849164
LUX,Luxembourg,49.626575,6.211517
AES,Norway,62.560372,6.110164
ANX,Norway,69.2925,16.144167
ALF,Norway,69.976111,23.371667
BNN,Norway,65.461111,12.2175
BOO,Norway,67.269167,14.365278
BGO,Norway,60.293386,5.218142
BJF,Norway,70.600278,29.6925
KRS,Norway,58.204214,8.085369
BDU,Norway,69.055758,18.540356
EVE,Norway,68.4913,16.678108
VDB,Norway,61.015556,9.288056
FRO,Norway,61.583611,5.024722
OSL,Norway,60.193917,11.100361
HAU,Norway,59.345267,5.208364
HAA,Norway,70.486675,22.139744
KSU,Norway,63.111781,7.824522
KKN,Norway,69.725781,29.891295
FAN,Norway,58.099486,6.62605
MOL,Norway,62.744722,7.2625
MJF,Norway,65.783997,13.214914
LKL,Norway,70.068814,24.973489
NTB,Norway,59.565683,9.212222
OLA,Norway,63.698908,9.604003
RRS,Norway,62.578411,11.342347
RYG,Norway,59.378933,10.785389
LYR,Norway,78.246111,15.465556
SKE,Norway,59.185,9.566944
SRP,Norway,59.791925,5.34085
SSJ,Norway,65.956828,12.468944
TOS,Norway,69.683333,18.918919
TRF,Norway,59.186703,10.258628
TRD,Norway,63.457556,10.92425
SVG,Norway,58.876778,5.637856
GDN,Poland,54.377569,18.466222
KRK,Poland,50.077731,19.784836
KTW,Poland,50.474253,19.080019
POZ,Poland,52.421031,16.826325
RZE,Poland,50.109958,22.019
SZZ,Poland,53.584731,14.902206
OSP,Poland,54.478889,17.1075
WAW,Poland,52.16575,20.967122
WRO,Poland,51.102683,16.885836
IEG,Poland,52.138517,15.798556
RNB,Sweden,56.266667,15.265
GOT,Sweden,57.662836,12.279819
JKG,Sweden,57.757594,14.068731
LDK,Sweden,58.465522,13.174414
GSE,Sweden,57.774722,11.870372
KVB,Sweden,58.4564,13.972672
THN,Sweden,58.318056,12.345
KSK,Sweden,59.345867,14.495922
MXX,Sweden,60.957908,14.511383
NYO,Sweden,58.788636,16.912189
KID,Sweden,55.921686,14.085536
JLD,Sweden,55.944444,12.869444
OSK,Sweden,57.350453,16.497972
KLR,Sweden,56.685531,16.287578
MMX,Sweden,55.530193,13.371639
HAD,Sweden,56.691128,12.820211
VXO,Sweden,56.929144,14.727994
EVG,Sweden,62.047811,14.42295
GEV,Sweden,67.132408,20.814636
HUV,Sweden,61.768092,17.080719
KRF,Sweden,63.048597,17.768856
LYC,Sweden,64.548322,18.716219
SDL,Sweden,62.528125,17.443928
OER,Sweden,63.408339,18.990039
KRN,Sweden,67.821986,20.336764
SFT,Sweden,64.624772,21.076892
UME,Sweden,63.791828,20.282758
VHM,Sweden,64.579083,16.833575
AJR,Sweden,65.590278,19.281944
ORB,Sweden,59.223733,15.037956
VST,Sweden,59.589444,16.633611
LLA,Sweden,65.543758,22.121989
ARN,Sweden,59.651944,17.918611
BMA,Sweden,59.354372,17.94165
BLE,Sweden,60.422017,15.515211
HLF,Sweden,57.525833,15.823333
GVX,Sweden,60.593333,16.951389
LPI,Sweden,58.40615,15.680508
NRK,Sweden,58.586253,16.250622
VBY,Sweden,57.662797,18.346211
SPM,Germany,49.972667,6.6925
RMS,Germany,49.436911,7.600283
GHF,Germany,49.648131,9.966494
ZCN,Germany,52.5912,10.022133
ZNF,Germany,50.169189,8.961586
GKE,Germany,50.960817,6.042422
RLG,Germany,53.918167,12.278333
FEL,Germany,48.205667,11.267
GUT,Germany,51.922833,8.306333
ALJ,South Africa,-28.575001,16.533333
AGZ,South Africa,-29.281767,18.813869
BIY,South Africa,-32.89715,27.279111
BFN,South Africa,-29.092722,26.302444
CPT,South Africa,-33.964806,18.601667
DUR,South Africa,-29.970089,30.950519
ELS,South Africa,-33.035569,27.825939
GCJ,South Africa,-25.986267,28.140061
GRJ,South Africa,-34.005553,22.378889
HDS,South Africa,-24.368642,31.048744
JNB,South Africa,-26.139166,28.246
KIM,South Africa,-28.802834,24.765167
KLZ,South Africa,-29.688403,17.094006
HLA,South Africa,-25.938514,27.926133
LAY,South Africa,-28.581667,29.749722
MGH,South Africa,-30.857408,30.343019
MEZ,South Africa,-25.704458,26.908978
NCS,South Africa,-27.770586,29.976894
DUH,South Africa,-33.606967,22.188978
PLZ,South Africa,-33.984919,25.617275
PHW,South Africa,-23.937166,31.15539
PTG,South Africa,-23.926089,29.484422
PZB,South Africa,-29.648975,30.398667
NTY,South Africa,-25.333822,27.173358
UTW,South Africa,-31.920197,26.882206
RCB,South Africa,-28.741039,32.092111
SBU,South Africa,-29.689333,17.939611
SIS,South Africa,-27.648606,22.999278
SZK,South Africa,-24.960944,31.588731
LTA,South Africa,-23.824417,30.329306
ULD,South Africa,-28.320586,31.416519
UTN,South Africa,-28.399097,21.260239
UTT,South Africa,-31.547903,28.674289
VRU,South Africa,-26.982408,24.728756
VIR,South Africa,-29.770606,31.058406
PRY,South Africa,-25.653858,28.224231
WEL,South Africa,-27.998,26.669586
FRW,Botswana,-21.159597,27.474525
JWA,Botswana,-24.602333,24.690971
BBK,Botswana,-17.832875,25.1624
MUB,Botswana,-19.972564,23.431086
GBE,Botswana,-24.555225,25.918208
PKW,Botswana,-22.05835,27.828767
BZV,Congo (Brazzaville),-4.2517,15.253031
FTX,Congo (Kinshasa),-0.53135,15.950094
OUE,Congo (Kinshasa),1.615994,16.037917
PNR,Congo (Brazzaville),-4.816028,11.886597
MTS,Swaziland,-26.529022,31.307519
BGF,Central African Republic,4.398475,18.518786
BBT,Central African Republic,4.221583,15.786369
BSG,Equatorial Guinea,1.905469,9.805681
SSG,Equatorial Guinea,3.755267,8.708717
MRU,Mauritius,-20.430235,57.6836
RRG,Mauritius,-19.757658,63.360983
TKC,Cameroon,4.089192,9.360528
DLA,Cameroon,4.006081,9.719481
MVR,Cameroon,10.451392,14.257361
FOM,Cameroon,5.636919,10.750817
NGE,Cameroon,7.357011,13.559242
GOU,Cameroon,9.335892,13.370103
BFX,Cameroon,5.536919,10.354583
BPC,Cameroon,6.039239,10.122639
YAO,Cameroon,3.836039,11.523461
LVI,Zambia,-17.821756,25.822692
LUN,Zambia,-15.330817,28.452628
MFU,Zambia,-13.258878,31.936581
NLA,Zambia,-12.998139,28.664944
KIW,Zambia,-12.900469,28.149858
HAH,Comoros,-11.533661,43.27185
NWA,Comoros,-12.298108,43.7664
AJN,Comoros,-12.131667,44.430279
DZA,Mayotte,-12.804722,45.281113
RUN,Reunion,-20.8871,55.510308
ZSE,Reunion,-21.320039,55.423581
TNR,Madagascar,-18.79695,47.478806
ZVA,Madagascar,-19.562778,45.450832
SMS,Madagascar,-17.093889,49.815834
TMM,Madagascar,-18.109517,49.392536
MOQ,Madagascar,-20.28475,44.317614
DIE,Madagascar,-12.3494,49.291747
WMR,Madagascar,-16.1639,49.773753
ZWA,Madagascar,-14.651667,49.620556
AMB,Madagascar,-13.188431,48.987978
ANM,Madagascar,-14.999411,50.320233
HVA,Madagascar,-14.629694,47.763783
MJN,Madagascar,-15.667144,46.351828
NOS,Madagascar,-13.312067,48.314822
BPY,Madagascar,-16.741945,44.481388
WMN,Madagascar,-15.436666,49.688332
SVB,Madagascar,-14.278611,50.174721
VOH,Madagascar,-13.375834,50.002777
WAI,Madagascar,-14.89875,47.993894
FTU,Madagascar,-25.038056,46.956111
WFI,Madagascar,-21.441558,47.111736
RVA,Madagascar,-22.805286,47.820614
WVK,Madagascar,-22.119722,48.021667
MNJ,Madagascar,-21.201772,48.358317
MXM,Madagascar,-21.753867,43.375533
TLE,Madagascar,-23.383369,43.728453
SSY,Angola,-6.269897,14.247025
BUG,Angola,-12.609025,13.403711
CAB,Angola,-5.596992,12.188353
CPX,Puerto Rico,18.3127,-65.3034
NOV,Angola,-12.808878,15.760547
SVP,Angola,-12.404633,16.947414
LAD,Angola,-8.858375,13.231178
MEG,Angola,-9.525086,16.312406
SPP,Angola,-14.657583,17.719833
GXG,Angola,-7.754506,15.287728
PBN,Angola,-10.721956,13.765528
VHC,Angola,-9.689067,20.431875
SZA,Angola,-6.141086,12.371764
SDD,Angola,-14.924733,13.575022
LUO,Angola,-11.768086,19.897672
UGO,Angola,-7.603067,15.027822
XGN,Angola,-16.755417,14.965344
OYE,Gabon,1.543108,11.581361
OKN,Gabon,-0.665214,13.673133
LBQ,Gabon,-0.704389,10.245722
BMM,Gabon,2.075639,11.493195
POG,Gabon,-0.711739,8.754383
OMB,Gabon,-1.574733,9.262694
MKU,Gabon,0.579211,12.890908
LBV,Gabon,0.4586,9.412283
MVB,Gabon,-1.656156,13.438036
PCP,Sao Tome and Principe,1.662936,7.411742
TMS,Sao Tome and Principe,0.378175,6.712153
BEW,Mozambique,-19.796419,34.907556
INH,Mozambique,-23.876431,35.408544
VXC,Mozambique,-13.273986,35.266262
MPM,Mozambique,-25.920836,32.572606
MZB,Mozambique,-11.361789,40.354875
MNC,Mozambique,-14.488233,40.71225
APL,Mozambique,-15.105611,39.2818
POL,Mozambique,-12.986753,40.522492
UEL,Mozambique,-17.8555,36.869106
TET,Mozambique,-16.104817,33.640181
VNX,Mozambique,-22.018431,35.313297
DES,Seychelles,-5.696697,53.655844
SEZ,Seychelles,-4.674342,55.521839
PRI,Seychelles,-4.319292,55.691417
AEH,Chad,13.847,20.844333
